time,mc energy,min energy
256,500,9.999999181332523
257,500,9.999999122692387
258,500,10.0
259,500,9.999999319941589
260,500,9.999999181332523
261,500,9.999999181332523
262,500,9.999999181332523
263,500,9.999999181332523
264,500,9.999999122692387
265,500,9.999999401033172
266,500,9.999999181332523
267,500,9.999999181332523
268,500,9.999999181332523
269,500,9.999999181332523
270,500,9.999999401033172
271,500,9.999999181332523
272,500,9.999999122692387
273,500,9.999999181332523
274,500,9.999999181332523
275,500,9.999999401033172
276,500,9.999999289200133
277,500,9.999999181332523
278,500,9.999999181332523
279,500,9.999999181332523
280,500,10.0
281,500,9.999999122692387
282,500,9.999999181332523
283,500,9.999999181332523
284,500,9.999999401033172
285,500,9.999999181332523
286,500,9.999999181332523
287,500,9.999999181332523
288,500,9.999999401033172
289,500,9.999999181332523
290,500,9.999999181332523
291,500,9.999999925048733
292,500,9.999999122692387
293,500,9.999999181332523
294,500,9.999999349422776
295,500,9.999999181332523
296,500,9.999999181332523
297,500,9.9999998056921
298,500,9.999999652397046
299,500,9.999999401033172
300,500,9.999999289208118
301,500,9.999999925048733
302,500,9.999999812579738
303,500,9.999999177888123
304,500,9.999999265340742
305,500,9.999999464976783
306,500,9.999999352830402
307,500,9.999999401033172
308,500,9.999999181332523
309,500,9.999999558282585
310,500,9.999999401033172
311,500,9.999999181332523
312,500,9.999999401033172
313,500,9.999999500879266
314,500,9.999999181332523
315,500,9.999999663244628
316,500,9.999999181332523
317,500,9.999999319941589
318,500,10.0
319,500,10.0
320,500,9.999999401033172
321,500,9.99999923486198
322,500,9.999999812579738
323,500,9.999999349422776
324,500,9.999999181332523
325,500,9.999999812579738
326,500,9.999999122692387
327,500,9.999999181332523
328,500,9.999999181332523
329,500,9.999999181332523
330,500,9.999999181332523
331,500,9.99999923486198
332,500,9.999999289208118
333,500,9.999999319941589
334,500,9.999999181332523
335,500,9.999999500879266
336,500,9.999999500879266
337,500,9.999999349016171
338,500,9.999999289208118
339,500,9.999999181332523
340,500,9.999999181332523
341,500,9.999999962524367
342,500,9.999999962524367
343,500,9.999999401033172
344,500,9.999999289208118
345,500,9.999999181332523
346,500,9.999999401033172
347,500,9.9999998875731
348,500,9.999999401033172
349,500,9.999999525156774
350,500,9.999999401033172
351,500,9.999999349016171
352,500,9.999999101787855
353,500,9.999999401033172
354,500,9.99999911656517
355,500,10.0
356,500,9.999999265340742
357,500,9.999999122692387
358,500,10.0
359,500,9.999999181332523
360,500,9.999999663244628
361,500,9.999999101787855
362,500,9.999999401033172
363,500,9.999999349422776
364,500,10.0
365,500,9.999999401033172
366,500,9.999999181332523
367,500,9.999999401033172
368,500,9.999999101787855
369,500,9.999999349422776
370,500,9.999999181332523
371,500,9.999999927490393
372,500,10.0
373,500,9.999999181332523
374,500,9.999999349422776
375,500,9.999999500879266
376,500,9.999999349016171
377,500,9.999999927490393
378,500,9.999999289200133
379,500,9.999999289208118
380,500,9.999999101787855
381,500,9.99999992843479
382,500,9.999999401033172
383,500,9.999999319941589
384,500,9.999999663244628
385,500,9.999999401033172
386,500,9.999999181332523
387,500,9.999999812579738
388,500,9.999999181332523
389,500,9.999999181332523
390,500,9.999999265340742
391,500,9.99999923486198
392,500,9.999999265340742
393,500,9.999999927490393
394,500,9.999999289208118
395,500,9.999999525156774
396,500,9.999999558282585
397,500,9.999999349422776
398,500,10.0
399,500,10.0
400,500,9.999999177888123
401,500,9.999999122692387
402,500,9.999999479605835
403,500,9.999999401033172
404,500,9.999999122692387
405,500,9.99999923486198
406,500,9.999999401033172
407,500,9.999999479605835
408,500,9.99999923486198
409,500,9.999999558282585
410,500,9.999999349422776
411,500,9.99999923486198
412,500,9.99999985107506
413,500,9.999999122692387
414,500,9.999999181332523
415,500,9.9999998056921
416,500,9.999999181332523
417,500,9.999999181332523
418,500,9.99999921577189
419,500,9.9999998875731
420,500,9.9999998875731
421,500,9.999999289208118
422,500,9.999999101787855
423,500,9.999999265340742
424,500,9.999999401033172
425,500,9.999999401033172
426,500,9.999999652397046
427,500,9.999999181332523
428,500,9.999999181332523
429,500,9.999999181332523
430,500,9.999999962524367
431,500,9.999999181332523
432,500,9.999999500879266
433,500,9.999999401033172
434,500,9.999999500879266
435,500,9.999999401033172
436,500,9.999999464976783
437,500,9.999999122692387
438,500,9.999999181332523
439,500,9.999999181332523
440,500,9.99999923486198
441,500,9.999999652397046
442,500,9.999999122692387
443,500,9.999999479605835
444,500,9.999999122692387
445,500,9.999999101787855
446,500,9.999999181332523
447,500,9.999999558282585
448,500,9.999999265340742
449,500,9.999999380806953
450,500,9.99999970215012
451,500,10.0
452,500,9.999999122692387
453,500,9.999999401033172
454,500,9.999999812579738
455,500,9.999999925048733
456,500,9.999999181332523
457,500,9.999999925048733
458,500,9.999999401033172
459,500,9.9999998875731
460,500,9.999999525156774
461,500,9.999999401033172
462,500,9.999999289200133
463,500,9.999999349016171
464,500,9.999999122692387
465,500,9.999999319941589
466,500,9.999999812579738
467,500,9.999999122692387
468,500,9.999999181332523
469,500,9.999999181332523
470,500,9.999999181332523
471,500,9.99999923486198
472,500,9.999999558282585
473,500,9.9999998875731
474,500,9.999999349016171
475,500,9.999999479605835
476,500,9.999999401033172
477,500,9.999999349422776
478,500,9.999999525156774
479,500,9.999999349422776
480,500,9.999999812579738
481,500,9.999999101787855
482,500,9.999999663244628
483,500,9.999999289208118
484,500,9.999999289208118
485,500,9.99999921577189
486,500,9.999999349422776
487,500,9.9999998056921
488,500,9.999999181332523
489,500,9.999999927490393
490,500,9.999999265340742
491,500,9.999999181332523
492,500,9.999999181332523
493,500,9.999999181332523
494,500,10.0
495,500,9.99999923486198
496,500,9.99999923486198
497,500,9.999999401033172
498,500,9.999999181332523
499,500,9.999999181332523
500,500,9.99999923486198
501,500,9.999999181332523
502,500,9.999999181332523
503,500,9.999999652397046
504,500,9.999999122692387
505,500,9.999999525156774
506,500,9.999999812579738
507,500,9.999999319941589
508,500,9.999999181332523
509,500,9.999999101787855
510,500,9.999999401033172
511,500,9.999999925048733
512,500,9.999999181332523
513,500,9.999999181332523
514,500,9.999999181332523
515,500,9.999999181332523
516,500,9.999999122692387
517,500,9.999999181332523
518,500,9.99999923486198
519,500,9.999999401033172
520,500,9.999999181332523
521,500,9.999999181332523
522,500,9.999999401033172
523,500,9.999999181332523
524,500,9.999999181332523
525,500,9.999999181332523
526,500,9.999999401033172
527,500,10.0
528,500,9.999999181332523
529,500,9.999999122692387
530,500,9.999999181332523
531,500,9.999999181332523
532,500,9.999999122692387
533,500,9.999999181332523
534,500,10.0
535,500,9.999999401033172
536,500,9.999999479605835
537,500,9.999999401033172
538,500,9.999999181332523
539,500,9.999999181332523
540,500,9.999999181332523
541,500,9.999999401033172
542,500,9.999999101787855
543,500,9.99999923486198
544,500,10.0
545,500,9.999999265340742
546,500,9.999999962524367
547,500,9.999999181332523
548,500,9.999999181332523
549,500,9.999999181332523
550,500,9.999999349422776
551,500,9.999999181332523
552,500,9.999999558282585
553,500,9.999999289208118
554,500,9.999999319941589
555,500,9.999999558282585
556,500,9.999999812579738
557,500,9.999999349422776
558,500,9.999999663244628
559,500,9.999999101787855
560,500,9.999999101787855
561,500,9.999999349422776
562,500,9.999999558282585
563,500,9.999999401033172
564,500,9.999999401033172
565,500,9.999999962524367
566,500,9.999999181332523
567,500,9.999999122692387
568,500,9.999999181332523
569,500,9.999999177888123
570,500,9.999999181332523
571,500,9.99999992843479
572,500,9.999999925048733
573,500,9.9999998875731
574,500,10.0
575,500,9.999999401033172
576,500,9.999999401033172
577,500,10.0
578,500,9.99999923486198
579,500,10.0
580,500,9.999999401033172
581,500,9.999999464976783
582,500,10.0
583,500,9.99999923486198
584,500,9.999999181332523
585,500,9.999999181332523
586,500,9.999999181332523
587,500,9.999999181332523
588,500,9.999999479605835
589,500,9.999999401033172
590,500,10.0
591,500,9.999999122692387
592,500,9.999999349422776
593,500,9.999999177888123
594,500,9.999999181332523
595,500,9.999999181332523
596,500,9.999999181332523
597,500,9.999999181332523
598,500,9.999999401033172
599,500,9.999999927490393
600,500,10.0
601,500,9.999999652397046
602,500,9.999999525156774
603,500,9.999999401033172
604,500,9.999999401033172
605,500,9.999999782471178
606,500,9.999999181332523
607,500,9.999999069352059
608,500,9.99999992843479
609,500,9.999999812579738
610,500,9.999999927490393
611,500,9.999999401033172
612,500,9.999999181332523
613,500,9.999999289208118
614,500,9.999999401033172
615,500,9.999999181332523
616,500,9.99999911656517
617,500,9.999999349016171
618,500,9.999999401033172
619,500,9.99999923486198
620,500,9.99999911656517
621,500,9.999999927490393
622,500,9.999999479605835
623,500,9.999999101787855
624,500,9.99999911656517
625,500,9.999999479605835
626,500,9.99999923486198
627,500,9.999999319941589
628,500,9.999999101787855
629,500,9.999999349422776
630,500,9.999999927490393
631,500,9.999999181332523
632,500,9.99999923486198
633,500,9.999999181332523
634,500,9.999999401033172
635,500,9.999999101787855
636,500,9.99999923486198
637,500,9.999999558282585
638,500,9.999999479605835
639,500,9.999999401033172
640,500,9.999999652397046
641,500,9.999999525156774
642,500,9.999999925048733
643,500,9.999999652397046
644,500,9.999999319941589
645,500,9.9999998875731
646,500,9.999999181332523
647,500,10.0
648,500,9.999999181332523
649,500,9.999999319941589
650,500,9.999999122692387
651,500,9.999999177888123
652,500,9.999999050313548
653,500,9.99999911656517
654,500,9.999999401033172
655,500,9.999999122692387
656,500,9.999999001758532
657,500,9.999999001758532
658,500,9.999999181332523
659,500,9.999999101787855
660,500,9.999999401033172
661,500,9.999999812579738
662,500,9.999999181332523
663,500,9.999999500879266
664,500,9.999999812579738
665,500,9.999999181332523
666,500,9.999999401033172
667,500,9.999999289208118
668,500,9.999999349422776
669,500,9.999999962524367
670,500,9.999999265340742
671,500,9.999999101787855
672,500,9.999999181332523
673,500,9.99999921577189
674,500,9.999999101787855
675,500,9.999999401033172
676,500,9.99999923486198
677,500,9.999999525156774
678,500,9.999999122692387
679,500,9.999999349422776
680,500,10.0
681,500,9.999999401033172
682,500,9.999999352830402
683,500,9.999999289208118
684,500,9.999999319941589
685,500,9.999999962524367
686,500,9.999999181332523
687,500,9.999999181332523
688,500,9.999999611384201
689,500,9.999999181332523
690,500,10.0
691,500,9.999999122692387
692,500,9.999999349016171
693,500,9.999999401033172
694,500,9.999999401033172
695,500,9.999999181332523
696,500,9.999999181332523
697,500,9.999999181332523
698,500,9.999999500879266
699,500,9.999999001758532
700,500,9.999999001758532
701,500,9.999999122692387
702,500,9.999999525156774
703,500,9.999999122692387
704,500,9.99999927755652
705,500,9.999999122692387
706,500,9.999999181332523
707,500,9.999999181332523
708,500,10.0
709,500,9.999999401033172
710,500,9.999999962524367
711,500,9.999999349422776
712,500,9.999999289208118
713,500,9.999999181332523
714,500,9.999999319941589
715,500,9.999999181332523
716,500,9.999999181332523
717,500,9.999999464976783
718,500,9.999999181332523
719,500,9.999999181332523
720,500,9.999999181332523
721,500,9.999999349422776
722,500,9.999999319941589
723,500,9.99999985107506
724,500,9.999999256772321
725,500,10.0
726,500,9.999999812579738
727,500,9.999999927490393
728,500,9.999999289208118
729,500,9.99999923486198
730,500,9.999999558282585
731,500,9.999999652397046
732,500,9.999999122692387
733,500,9.999999181332523
734,500,9.999999181332523
735,500,9.999999181332523
736,500,9.999999122692387
737,500,9.9999998056921
738,500,9.999999479605835
739,500,9.999999558282585
740,500,9.99999911656517
741,500,9.999999289200133
742,500,9.999999652397046
743,500,9.999999401033172
744,500,9.999999925048733
745,500,9.999999122692387
746,500,9.999999962524367
747,500,10.0
748,500,9.999999181332523
749,500,9.99999911656517
750,500,9.999999181332523
751,500,9.999999181332523
752,500,9.999999181332523
753,500,9.9999998875731
754,500,9.9999998875731
755,500,9.999999122692387
756,500,9.999999349422776
757,500,10.0
758,500,9.999999927490393
759,500,9.999999181332523
760,500,9.999999050313548
761,500,9.999999181332523
762,500,9.999999289208118
763,500,9.999999380806953
764,500,10.0
765,500,10.0
766,500,10.0
767,500,9.99999921577189
768,500,9.99999923486198
769,500,9.999999401033172
770,500,9.99999923486198
771,500,9.999999479605835
772,500,9.99999923486198
773,500,9.999999401033172
774,500,10.0
775,500,9.999999401033172
776,500,9.999999289208118
777,500,9.999999289208118
778,500,9.999999479605835
779,500,9.999999181332523
780,500,9.999999122692387
781,500,9.999999289208118
782,500,9.999999101787855
783,500,9.999999181332523
784,500,9.999999181332523
785,500,9.999999181332523
786,500,9.999999181332523
787,500,9.999999854980786
788,500,9.999999181332523
789,500,9.999999349422776
790,500,10.0
791,500,9.999999401033172
792,500,9.999999962524367
793,500,9.999999927490393
794,500,9.999999122692387
795,500,9.999999927490393
796,500,9.999999289200133
797,500,9.999999479605835
798,500,9.999999177888123
799,500,9.999999349422776
800,500,9.999999319941589
801,500,9.99999921577189
802,500,9.999999812579738
803,500,9.999999927490393
804,500,9.999999181332523
805,500,9.999999122692387
806,500,9.999999925048733
807,500,9.999999181332523
808,500,9.999999289208118
809,500,9.999999349422776
810,500,9.999999812579738
811,500,9.999999319941589
812,500,9.999999181332523
813,500,9.999999122692387
814,500,9.999999181332523
815,500,9.999999479605835
816,500,9.999999812579738
817,500,10.0
818,500,10.0
819,500,9.999999401033172
820,500,9.999999558282585
821,500,9.999999181332523
822,500,9.999999181332523
823,500,9.999999401033172
824,500,9.999999352830402
825,500,9.999999479605835
826,500,9.999999401033172
827,500,9.999999663244628
828,500,9.999999401033172
829,500,9.999999479605835
830,500,9.999999181332523
831,500,9.999999349422776
832,500,9.999999500879266
833,500,9.999999500879266
834,500,9.999999001758532
835,500,9.999999319941589
836,500,9.99999923486198
837,500,9.999999181332523
838,500,9.999999122692387
839,500,9.999999181332523
840,500,9.999999525156774
841,500,9.999999812579738
842,500,9.999999101787855
843,500,9.999999181332523
844,500,9.999999479605835
845,500,9.999999181332523
846,500,9.999999500879266
847,500,9.999999181332523
848,500,9.999999181332523
849,500,9.99999923486198
850,500,9.999999479605835
851,500,9.999999181332523
852,500,9.999999663244628
853,500,9.999999122692387
854,500,9.99999923486198
855,500,9.999999349422776
856,500,9.999999401033172
857,500,9.999999122692387
858,500,9.999999663244628
859,500,9.99999921577189
860,500,9.99999927755652
861,500,9.999999090136258
862,500,9.999999401033172
863,500,9.999999181332523
864,500,9.999999401033172
865,500,9.999999401033172
866,500,9.999999181332523
867,500,9.999999464976783
868,500,9.99999927755652
869,500,9.999999401033172
870,500,9.999999401033172
871,500,9.999999181332523
872,500,9.999999401033172
873,500,9.999999558282585
874,500,9.999999319941589
875,500,9.999999181332523
876,500,10.0
877,500,9.999999962524367
878,500,9.999999289208118
879,500,9.999999416320307
880,500,9.999999401033172
881,500,9.999999319941589
882,500,9.999999479605835
883,500,9.999999927490393
884,500,9.99999923486198
885,500,9.999999101787855
886,500,9.999999265340742
887,500,9.9999998056921
888,500,9.999999416320307
889,500,9.999999122692387
890,500,9.999999625159475
891,500,9.999999663244628
892,500,9.999999401033172
893,500,9.999999289200133
894,500,9.999999850097467
895,500,9.999999401033172
896,500,9.999999479605835
897,500,9.999999101787855
898,500,9.999999558282585
899,500,9.999999652397046
900,500,9.999999326489256
901,500,9.999999181332523
902,500,9.999999289208118
903,500,9.999999349422776
904,500,9.99999923486198
905,500,9.999999401033172
906,500,9.999999181332523
907,500,9.999999401033172
908,500,9.999999265340742
909,500,10.0
910,500,9.999999401033172
911,500,9.999999349016171
912,500,9.999999122692387
913,500,9.999999401033172
914,500,10.0
915,500,9.99999923486198
916,500,9.999999401033172
917,500,9.999999181332523
918,500,9.999999181332523
919,500,9.999999181332523
920,500,9.99999921577189
921,500,9.999999401033172
922,500,9.999999181332523
923,500,9.999999181332523
924,500,9.99999923486198
925,500,9.999999558282585
926,500,9.999999401033172
927,500,9.999999401033172
928,500,10.0
929,500,9.999999652397046
930,500,9.999999304794091
931,500,9.999999181332523
932,500,9.999999289208118
933,500,10.0
934,500,9.999999122692387
935,500,9.999999812579738
936,500,9.999999479605835
937,500,9.999999289208118
938,500,9.999999050313548
939,500,9.999999962524367
940,500,9.999999962524367
941,500,9.999999652397046
942,500,9.999999122692387
943,500,9.999999349422776
944,500,9.999999181332523
945,500,9.999999319941589
946,500,9.999999177888123
947,500,9.999999177888123
948,500,9.999999181332523
949,500,9.999999265340742
950,500,9.999999181332523
951,500,9.999999401033172
952,500,9.999999401033172
953,500,9.999999122692387
954,500,9.999999289208118
955,500,10.0
956,500,9.999999401033172
957,500,9.999999349422776
958,500,10.0
959,500,9.999999663244628
960,500,9.999999289208118
961,500,9.999999401033172
962,500,9.999999181332523
963,500,9.999999181332523
964,500,10.0
965,500,9.999999181332523
966,500,9.999999181332523
967,500,9.999999500879266
968,500,9.99999911656517
969,500,9.999999401033172
970,500,9.999999401033172
971,500,9.99999927755652
972,500,9.999999349422776
973,500,9.99999911656517
974,500,9.99999923486198
975,500,9.999999927490393
976,500,9.99999921577189
977,500,9.999999122692387
978,500,9.999999479605835
979,500,9.999999181332523
980,500,9.999999181332523
981,500,9.999999181332523
982,500,9.999999122692387
983,500,9.999999663244628
984,500,9.99999923486198
985,500,10.0
986,500,9.999999349422776
987,500,9.999999401033172
988,500,9.999999812579738
989,500,9.999999401033172
990,500,9.99999921577189
991,500,9.999999289208118
992,500,9.99999911656517
993,500,9.999999479605835
994,500,9.999999962524367
995,500,9.99999923486198
996,500,9.999999812579738
997,500,9.999999625159475
998,500,9.99999923486198
999,500,9.999999663244628
1000,500,9.999999401033172
1001,500,9.99999923486198
