time,nb dead,nb package,min E,max E
1,0,0,9.997850920000015,10
2,0,0,9.99606794,10
3,0,0,9.993736032000045,10
4,0,0,9.991157136000064,10
5,0,0,9.988363332000084,10
6,0,0,9.9861426160001,10
7,0,0,9.983993536000115,10
8,0,0,9.981629548000132,10
9,0,0,9.97926556000015,10
10,0,0,9.977188116000164,10
11,0,0,9.975325580000177,10
12,0,0,9.972889956000195,10
13,0,0,9.970311060000213,10
14,0,0,9.967915436000231,10
15,0,0,9.96519326800025,10
16,0,0,9.96261437200027,10
17,0,0,9.960433656000285,10
18,0,0,9.957854760000304,10
19,0,0,9.956032224000317,9.9999598
20,0,0,9.95431296000033,9.9999598
21,0,0,9.95144752000035,9.9999598
22,0,0,9.949298440000366,9.999920452
23,0,0,9.947547540000379,9.999920452
24,0,0,9.945295188000395,9.999920452
25,0,0,9.943074472000411,9.999920452
26,0,0,9.940853756000427,9.999920452
27,0,0,9.938529768000445,9.999920452
28,0,0,9.936738868000457,9.999920452
29,0,0,9.934159972000476,9.999920452
30,0,0,9.93215416400049,9.999920452
31,0,0,9.929575268000509,9.999920452
32,0,0,9.927641096000523,9.999920452
33,0,0,9.92531710800054,9.999893936
34,0,0,9.922881484000557,9.99986742
35,0,0,9.91965786400058,9.99986742
36,0,0,9.917508784000596,9.999840904
37,0,0,9.91557461200061,9.999840904
38,0,0,9.912924080000629,9.999814387999999
39,0,0,9.910846636000644,9.999814387999999
40,0,0,9.908411012000661,9.999814387999999
41,0,0,9.906588476000675,9.999814387999999
42,0,0,9.905012484000686,9.999787871999999
43,0,0,9.902576860000703,9.999787871999999
44,0,0,9.90014123600072,9.999761355999999
45,0,0,9.897888884000738,9.999761355999999
46,0,0,9.89602634800075,9.999761355999999
47,0,0,9.893519088000769,9.999734839999999
48,0,0,9.891410008000785,9.999734839999999
49,0,0,9.889086020000802,9.999734839999999
50,0,0,9.885862400000825,9.999734839999999
51,0,0,9.883426776000842,9.999734839999999
52,0,0,9.881134424000859,9.999734839999999
53,0,0,9.878882072000875,9.999734839999999
54,0,0,9.876486448000893,9.999731424000004
55,0,0,9.873732644000913,9.999731424000004
56,0,0,9.872125016000926,9.999731424000004
57,0,0,9.87011920800094,9.999708323999998
58,0,0,9.867826856000956,9.999708323999998
59,0,0,9.865431232000974,9.999708323999998
60,0,0,9.863711968000986,9.999708323999998
61,0,0,9.861133072001005,9.999708323999998
62,0,0,9.858840720001021,9.999708323999998
63,0,0,9.856445096001039,9.999681807999998
64,0,0,9.853937836001057,9.999664280000005
65,0,0,9.85214693600107,9.999664280000005
66,0,0,9.850499308001082,9.999630708000005
67,0,0,9.847458960001104,9.999630708000005
68,0,0,9.84527824400112,9.999602259999998
69,0,0,9.843200800001135,9.999602259999998
70,0,0,9.841266628001149,9.999597136000006
71,0,0,9.838942640001166,9.999597136000006
72,0,0,9.836292108001185,9.999597136000006
73,0,0,9.834039756001202,9.999597136000006
74,0,0,9.831819040001218,9.999597136000006
75,0,0,9.829065236001238,9.999563564000006
76,0,0,9.827131064001252,9.999537999999994
77,0,0,9.824408896001271,9.999529992000006
78,0,0,9.821543456001292,9.999499499999994
79,0,0,9.819609284001306,9.999499499999994
80,0,0,9.817245296001323,9.999499499999994
81,0,0,9.81488130800134,9.999496420000007
82,0,0,9.812230776001359,9.999496420000007
83,0,0,9.810296604001373,9.999496420000007
84,0,0,9.80786098000139,9.9994828
85,0,0,9.805998444001403,9.999469679999997
86,0,0,9.803992636001418,9.999459759999993
87,0,0,9.801525376001436,9.999459759999993
88,0,0,9.799447932001451,9.999448319999999
89,0,0,9.797657032001464,9.999448319999999
90,0,0,9.79529304400148,9.999448319999999
91,0,0,9.793358872001495,9.999448319999999
92,0,0,9.790819976001513,9.999443163999997
93,0,0,9.789029076001526,9.999432747999993
94,0,0,9.786132000001547,9.999432747999993
95,0,0,9.783839648001564,9.999432747999993
96,0,0,9.781833840001578,9.999432747999993
97,0,0,9.779684760001594,9.999432747999993
98,0,0,9.777177500001612,9.999432747999993
99,0,0,9.77452696800163,9.999405735999993
100,0,0,9.772274616001647,9.999405735999993
101,0,0,9.770197172001662,9.999378723999993
