time,mc location,mc energy,min energy,max energy,max charge,nb_dead,nb_pack,number_pack
1,"(0.0, 0.0)",500,4.995598567999977,5.0,-100,0,0,176
2,"(0.0, 0.0)",500,4.990910591999953,5.0,-100,0,0,182
3,"(0.0, 0.0)",500,4.98658079599993,5.0,-100,0,0,172
4,"(0.0, 0.0)",500,4.982394271999908,5.0,-100,0,0,176
5,"(0.0, 0.0)",500,4.978136111999886,5.0,-100,0,0,185
6,"(0.0, 0.0)",500,4.973663043999863,5.0,-100,0,0,179
7,"(0.0, 0.0)",500,4.969189975999839,5.0,-100,0,0,183
8,"(0.0, 0.0)",500,4.964788543999816,5.0,-100,0,0,179
9,"(0.0, 0.0)",500,4.960100567999792,5.0,-100,0,0,177
10,"(0.0, 0.0)",500,4.955555863999768,5.0,-100,0,0,187
11,"(0.0, 0.0)",500,4.951011159999744,5.0,-100,0,0,183
12,"(0.0, 0.0)",500,4.9468246359997226,5.0,-100,0,0,174
13,"(0.0, 0.0)",500,4.9424232039997,5.0,-100,0,0,173
14,"(0.0, 0.0)",500,4.9378068639996755,5.0,-100,0,0,180
15,"(0.0, 0.0)",500,4.933651975999654,5.0,-100,0,0,176
16,"(0.0, 0.0)",500,4.929425451999632,5.0,-100,0,0,179
17,"(0.0, 0.0)",500,4.924737475999607,5.0,-100,0,0,179
18,"(0.0, 0.0)",500,4.920479315999585,5.0,-100,0,0,176
19,"(0.0, 0.0)",500,4.916507699999564,5.0,-100,0,0,175
20,"(0.0, 0.0)",500,4.912177903999542,5.0,-100,0,0,183
21,"(0.0, 0.0)",500,4.908134651999521,5.0,-100,0,0,173
22,"(0.0, 0.0)",500,4.903661583999497,5.0,-100,0,0,179
23,"(0.0, 0.0)",500,4.899260151999474,5.0,-100,0,0,182
24,"(0.0, 0.0)",500,4.894787083999451,5.0,-100,0,0,181
25,"(0.0, 0.0)",500,4.890170743999427,5.0,-100,0,0,183
26,"(0.0, 0.0)",500,4.885411131999402,5.0,-100,0,0,186
27,"(0.0, 0.0)",500,4.88122460799938,5.0,-100,0,0,178
28,"(0.0, 0.0)",500,4.877038083999358,5.0,-100,0,0,178
29,"(0.0, 0.0)",500,4.872421743999334,5.0,-100,0,0,183
30,"(0.0, 0.0)",500,4.8678770399993105,5.0,-100,0,0,182
31,"(0.0, 0.0)",500,4.863403971999287,5.0,-100,0,0,183
