time,mc location,mc energy,min energy,max energy,max charge,nb_dead,nb_pack,number_pack
1,"(0.0, 0.0)",500,4.994298239999964,5.0,-100,0,0,200
2,"(0.0, 0.0)",500,4.991803719999948,5.0,-100,0,0,90
3,"(0.0, 0.0)",500,4.989451743999933,5.0,-100,0,0,87
4,"(0.0, 0.0)",500,4.986885951999916,5.0,-100,0,0,92
5,"(0.0, 0.0)",500,4.984248887999899,5.0,-100,0,0,80
6,"(0.0, 0.0)",500,4.981968183999885,5.0,-100,0,0,81
7,"(0.0, 0.0)",500,4.978903487999865,5.0,-100,0,0,97
8,"(0.0, 0.0)",500,4.97648023999985,5.0,-100,0,0,91
9,"(0.0, 0.0)",500,4.974128263999835,5.0,-100,0,0,83
10,"(0.0, 0.0)",500,4.971348655999817,5.0,-100,0,0,98
11,"(0.0, 0.0)",500,4.965646895999781,5.0,-100,0,0,200
12,"(0.0, 0.0)",500,4.96400763999977,5.0,-100,0,0,75
13,"(0.0, 0.0)",500,4.958305879999734,5.0,-100,0,0,200
14,"(0.0, 0.0)",500,4.956025175999719,5.0,-100,0,0,84
15,"(0.0, 0.0)",500,4.950323415999683,5.0,-100,0,0,200
16,"(0.0, 0.0)",500,4.948042711999668,5.0,-100,0,0,80
17,"(0.0, 0.0)",500,4.945690735999653,5.0,-100,0,0,86
18,"(0.0, 0.0)",500,4.9435525759996395,5.0,-100,0,0,91
19,"(0.0, 0.0)",500,4.941414415999626,5.0,-100,0,0,98
20,"(0.0, 0.0)",500,4.93891989599961,5.0,-100,0,0,88
21,"(0.0, 0.0)",500,4.9332181359995735,5.0,-100,0,0,200
22,"(0.0, 0.0)",500,4.930794887999558,5.0,-100,0,0,91
23,"(0.0, 0.0)",500,4.925093127999522,5.0,-100,0,0,200
24,"(0.0, 0.0)",500,4.919391367999485,5.0,-100,0,0,200
25,"(0.0, 0.0)",500,4.917110663999471,5.0,-100,0,0,78
26,"(0.0, 0.0)",500,4.915186319999458,5.0,-100,0,0,82
27,"(0.0, 0.0)",500,4.912477983999441,5.0,-100,0,0,89
28,"(0.0, 0.0)",500,4.906776223999405,5.0,-100,0,0,200
29,"(0.0, 0.0)",500,4.90442424799939,5.0,-100,0,0,91
30,"(0.0, 0.0)",500,4.902072271999375,5.0,-100,0,0,85
31,"(0.0, 0.0)",500,4.899292663999357,5.0,-100,0,0,89
32,"(0.0, 0.0)",500,4.897297047999344,5.0,-100,0,0,79
33,"(0.0, 0.0)",500,4.894588711999327,5.0,-100,0,0,93
34,"(0.0, 0.0)",500,4.88888695199929,5.0,-100,0,0,200
35,"(0.0, 0.0)",500,4.886463703999275,5.0,-100,0,0,85
