time,nb dead,nb package,numpack,min E,max E
65,0,0,88,9.842431352001148,10
66,0,0,100,9.839677548001168,10
67,0,0,110,9.837281924001186,10
68,0,0,96,9.835101208001202,10
69,0,0,99,9.832880492001218,10
70,0,0,93,9.830659776001234,10
71,0,0,94,9.828653968001248,10
72,0,0,95,9.826433252001264,10
73,0,0,96,9.824069264001281,10
74,0,0,105,9.821776912001297,10
75,0,0,107,9.819126380001316,10
76,0,0,110,9.816690756001334,10
77,0,0,110,9.813793680001355,10
78,0,0,112,9.810968240001376,10
79,0,0,100,9.808859160001392,10
80,0,0,100,9.806638444001408,10
81,0,0,103,9.804131184001426,10
82,0,0,95,9.801838832001442,10
83,0,0,116,9.799156664001462,10
84,0,0,99,9.796904312001478,10
85,0,0,101,9.794325416001497,10
86,0,0,102,9.791889792001514,10
87,0,0,106,9.789207624001534,10
88,0,0,106,9.786382184001555,10
89,0,0,100,9.783946560001572,10
90,0,0,78,9.781980752001587,10
91,0,0,90,9.779441856001606,10
92,0,0,109,9.776473144001628,10
93,0,0,96,9.774578972001642,10
94,0,0,98,9.772254984001659,10
95,0,0,103,9.769747724001677,10
96,0,0,104,9.767383736001694,10
97,0,0,109,9.764661568001713,10
98,0,0,104,9.762122672001732,10
99,0,0,103,9.75954377600175,10
100,0,0,102,9.757466332001766,10
101,0,0,99,9.755285616001782,10
102,0,0,102,9.7528183560018,10
103,0,0,102,9.750351096001818,10
104,0,0,110,9.747557292001838,10
105,0,0,105,9.745193304001855,10
106,0,0,110,9.742614408001874,10
107,0,0,95,9.740147148001892,10
108,0,0,100,9.738109704001907,10
109,0,0,100,9.735674080001925,10
110,0,0,90,9.733278456001942,10
111,0,0,100,9.730484652001962,10
112,0,0,101,9.72797739200198,10
113,0,0,98,9.725541768001998,10
114,0,0,95,9.723217780002015,10
115,0,0,98,9.720567248002034,10
116,0,0,99,9.717813444002054,10
117,0,0,107,9.715091276002074,10
118,0,0,87,9.712512380002092,10
119,0,0,106,9.71018839200211,10
120,0,0,97,9.707792768002127,10
121,0,0,94,9.705858596002141,10
122,0,0,106,9.70327970000216,10
123,0,0,101,9.701098984002176,10
124,0,0,108,9.698488452002195,10
125,0,0,98,9.695806284002215,10
126,0,0,96,9.693155752002234,10
127,0,0,104,9.690648492002252,10
128,0,0,93,9.688571048002267,10
129,0,0,94,9.68663687600228,10
130,0,0,100,9.684201252002298,10
131,0,0,105,9.681479084002317,10
132,0,0,97,9.679473276002332,10
133,0,0,92,9.67700601600235,10
134,0,0,101,9.674825300002366,10
135,0,0,103,9.672214768002386,10
136,0,0,92,9.669707508002404,10
137,0,0,103,9.666810432002425,10
138,0,0,93,9.66473298800244,10
139,0,0,101,9.662225728002458,10
140,0,0,103,9.660045012002474,10
141,0,0,104,9.657537752002492,10
142,0,0,101,9.65507049200251,10
143,0,0,102,9.652603232002528,10
144,0,0,104,9.650454152002544,10
145,0,0,103,9.64830507200256,10
146,0,0,95,9.645981084002576,10
147,0,0,106,9.643330552002595,10
148,0,0,95,9.640720020002615,10
149,0,0,94,9.63857094000263,10
150,0,0,94,9.636246952002647,10
151,0,0,100,9.633668056002666,10
152,0,0,97,9.631415704002682,10
153,0,0,94,9.629194988002698,10
154,0,0,108,9.626512820002718,10
155,0,0,99,9.624220468002735,10
156,0,0,106,9.621498300002754,10
157,0,0,105,9.618776132002774,10
158,0,0,102,9.616053964002793,10
159,0,0,101,9.613475068002812,10
160,0,0,101,9.61089617200283,10
161,0,0,99,9.608603820002847,10
162,0,0,106,9.605810016002867,10
163,0,0,99,9.60394748000288,10
164,0,0,97,9.601623492002897,10
165,0,0,103,9.598726416002918,10
166,0,0,101,9.596330792002936,10
167,0,0,112,9.593648624002956,10
168,0,0,103,9.590711548002977,10
169,0,0,109,9.587917744002997,10
170,0,0,113,9.58480576000302,10
171,0,0,99,9.582155228003039,10
172,0,0,93,9.57932978800306,10
173,0,0,98,9.577037436003076,10
174,0,0,104,9.574570176003094,10
175,0,0,106,9.571848008003114,10
176,0,0,104,9.56948402000313,10
177,0,0,98,9.567876392003143,10
178,0,0,98,9.566013856003156,10
179,0,0,102,9.563188416003177,10
180,0,0,93,9.560824428003194,10
181,0,0,104,9.558173896003213,10
182,0,0,111,9.55577827200323,10
183,0,0,88,9.553740828003246,10
184,0,0,108,9.551058660003266,10
185,0,0,100,9.548877944003282,10
186,0,0,100,9.546267412003301,10
187,0,0,105,9.544046696003317,10
188,0,0,113,9.54100634800334,10
189,0,0,102,9.538395816003359,10
190,0,0,97,9.535713648003378,10
191,0,0,94,9.533246388003397,10
192,0,0,92,9.531137308003412,10
193,0,0,97,9.52867004800343,10
194,0,0,107,9.525804608003451,10
195,0,0,97,9.52326571200347,10
196,0,0,111,9.52054354400349,10
197,0,0,98,9.518219556003507,10
198,0,0,102,9.515752296003525,10
199,0,0,107,9.513070128003545,10
200,0,0,102,9.510531232003563,10
201,0,0,96,9.507737428003583,10
202,0,0,94,9.5055167120036,10
203,0,0,96,9.503550904003614,10
204,0,0,114,9.501043644003632,10
205,0,0,88,9.499037836003646,10
206,0,0,84,9.497246936003659,10
207,0,0,99,9.495026220003675,10
208,0,0,87,9.49291714000369,10
209,0,0,109,9.490163336003711,10
210,0,0,101,9.48748116800373,10
211,0,0,96,9.485260452003747,10
212,0,0,100,9.482793192003765,10
213,0,0,90,9.48071574800378,10
214,0,0,97,9.478566668003795,10
215,0,0,95,9.476171044003813,10
216,0,0,103,9.473703784003831,10
217,0,0,101,9.471697976003846,10
218,0,0,107,9.468800900003867,10
219,0,0,98,9.466293640003885,10
220,0,0,112,9.463284928003906,10
221,0,0,102,9.461247484003922,10
222,0,0,101,9.45870858800394,10
223,0,0,99,9.456384600003958,10
224,0,0,110,9.453662432003977,10
225,0,0,91,9.45183989600399,10
226,0,0,86,9.449659180004007,10
227,0,0,103,9.447510100004022,10
228,0,0,97,9.445217748004039,10
229,0,0,92,9.442925396004055,10
230,0,0,103,9.440274864004074,10
231,0,0,89,9.437592696004094,10
232,0,0,113,9.435053800004113,10
233,0,0,99,9.432443268004132,10
234,0,0,96,9.429792736004151,10
235,0,0,102,9.427397112004169,10
236,0,0,99,9.425104760004185,10
237,0,0,97,9.422565864004204,10
238,0,0,100,9.419740424004225,10
239,0,0,113,9.417058256004244,10
240,0,0,98,9.414622632004262,10
241,0,0,104,9.41204373600428,10
242,0,0,85,9.409894656004296,10
243,0,0,92,9.40792884800431,10
244,0,0,85,9.405676496004327,10
245,0,0,91,9.403567416004343,10
246,0,0,103,9.400988520004361,10
247,0,0,108,9.398624532004378,10
248,0,0,97,9.396475452004394,10
249,0,0,104,9.393753284004413,10
250,0,0,87,9.391747476004427,10
251,0,0,105,9.389526760004443,10
252,0,0,103,9.386987864004462,10
253,0,0,103,9.384194060004482,10
254,0,0,103,9.382116616004497,10
255,0,0,95,9.379792628004514,10
256,0,0,112,9.37750027600453,10
257,0,0,97,9.374563200004552,10
258,0,0,91,9.37209594000457,10
259,0,0,94,9.370233404004583,10
260,0,0,105,9.367439600004603,10
261,0,0,93,9.365043976004621,10
262,0,0,106,9.362290172004641,10
263,0,0,94,9.360141092004657,10
264,0,0,84,9.358103648004672,10
265,0,0,108,9.355349844004692,10
266,0,0,101,9.353487308004706,10
267,0,0,83,9.35152150000472,10
268,0,0,97,9.349269148004737,10
269,0,0,99,9.346475344004757,10
270,0,0,108,9.343681540004777,10
271,0,0,113,9.340816100004798,10
272,0,0,109,9.338133932004817,10
273,0,0,95,9.336096488004832,10
274,0,0,94,9.33366086400485,10
275,0,0,105,9.331480148004866,10
276,0,0,99,9.329012888004884,10
277,0,0,97,9.3269754440049,10
278,0,0,106,9.324683092004916,10
279,0,0,113,9.321674380004938,10
280,0,0,97,9.319135484004956,10
281,0,0,105,9.31712967600497,10
282,0,0,102,9.31451914400499,10
283,0,0,101,9.312155156005007,10
284,0,0,105,9.309544624005026,10
285,0,0,83,9.307363908005042,10
286,0,0,103,9.30503992000506,10
287,0,0,91,9.302071208005081,10
288,0,0,102,9.2994606760051,10
289,0,0,90,9.297494868005115,10
290,0,0,99,9.295385788005131,10
291,0,0,113,9.29277525600515,10
292,0,0,108,9.290522904005167,10
293,0,0,99,9.288373824005182,10
294,0,0,92,9.286153108005198,10
295,0,0,107,9.283829120005215,10
296,0,0,103,9.281393496005233,10
297,0,0,87,9.279427688005248,10
298,0,0,88,9.277390244005263,10
299,0,0,102,9.274739712005282,10
300,0,0,97,9.2721608160053,10
301,0,0,100,9.26951028400532,10
302,0,0,93,9.267074660005337,10
303,0,0,102,9.264925580005352,10
304,0,0,88,9.262561592005369,10
305,0,0,96,9.260165968005387,10
306,0,0,109,9.257483800005406,10
307,0,0,105,9.25554962800542,10
308,0,0,103,9.253042368005438,10
309,0,0,114,9.25014529200546,10
310,0,0,100,9.24742312400548,10
311,0,0,93,9.245027500005497,10
312,0,0,107,9.242376968005516,10
313,0,0,94,9.240124616005533,10
314,0,0,91,9.237442448005552,10
315,0,0,94,9.23500682400557,10
316,0,0,106,9.23225302000559,10
317,0,0,103,9.229674124005609,10
318,0,0,106,9.227350136005626,10
319,0,0,93,9.224954512005644,10
320,0,0,114,9.222303980005663,10
321,0,0,104,9.219725084005681,10
322,0,0,106,9.217289460005698,10
323,0,0,93,9.214750564005717,10
324,0,0,99,9.212314940005735,10
325,0,0,98,9.209950952005752,10
326,0,0,103,9.20748369200577,10
327,0,0,104,9.20480152400579,10
328,0,0,94,9.202150992005809,10
329,0,0,105,9.199428824005828,10
330,0,0,93,9.196818292005847,10
331,0,0,101,9.194525940005864,10
332,0,0,113,9.191660500005884,10
333,0,0,106,9.189009968005903,10
334,0,0,95,9.18678925200592,10
335,0,0,94,9.184353628005937,10
336,0,0,93,9.182459456005951,10
337,0,0,95,9.180207104005968,10
338,0,0,102,9.177341664005988,10
339,0,0,92,9.175335856006003,10
340,0,0,105,9.172756960006021,10
341,0,0,115,9.169859884006042,10
342,0,0,94,9.16746426000606,10
343,0,0,86,9.16463882000608,10
344,0,0,102,9.162458104006097,10
345,0,0,86,9.160523932006111,10
346,0,0,97,9.158271580006128,10
347,0,0,90,9.155907592006145,10
348,0,0,100,9.153328696006163,10
349,0,0,106,9.150678164006182,10
350,0,0,107,9.1481709040062,10
351,0,0,101,9.14556037200622,10
352,0,0,95,9.143308020006236,10
353,0,0,93,9.140840760006254,10
354,0,0,95,9.13862004400627,10
355,0,0,100,9.136112784006288,10
356,0,0,94,9.133932068006304,10
357,0,0,106,9.131393172006323,10
358,0,0,95,9.128854276006342,10
359,0,0,95,9.126776832006357,10
360,0,0,87,9.125129204006369,10
361,0,0,104,9.122733580006386,10
362,0,0,101,9.120083048006405,10
363,0,0,108,9.117615788006423,10
364,0,0,104,9.115220164006441,10
365,0,0,100,9.112784540006459,10
366,0,0,97,9.110563824006475,10
367,0,0,98,9.108629652006488,10
368,0,0,106,9.106305664006506,10
369,0,0,88,9.104084948006522,10
370,0,0,93,9.102079140006536,10
371,0,0,113,9.099253700006557,10
372,0,0,89,9.096746440006575,10
373,0,0,102,9.094422452006592,10
374,0,0,88,9.092058464006609,10
375,0,0,95,9.089519568006628,10
376,0,0,110,9.086837400006647,10
377,0,0,91,9.084401776006665,10
378,0,0,100,9.081647972006685,10
379,0,0,97,9.0796821640067,10
380,0,0,95,9.077214904006718,10
381,0,0,104,9.074532736006738,10
382,0,0,103,9.071993840006757,10
383,0,0,106,9.069056764006778,10
384,0,0,96,9.066804412006794,10
385,0,0,114,9.064225516006813,10
386,0,0,98,9.06190152800683,10
387,0,0,87,9.059322632006849,10
388,0,0,100,9.056855372006867,10
389,0,0,104,9.054101568006887,10
390,0,0,85,9.051992488006903,10
391,0,0,93,9.04955686400692,10
392,0,0,106,9.04687469600694,10
393,0,0,109,9.04426416400696,10
394,0,0,101,9.041796904006977,10
395,0,0,100,9.039289644006995,10
396,0,0,109,9.036750748007014,10
397,0,0,103,9.034315124007032,10
398,0,0,100,9.031951136007049,10
399,0,0,96,9.029698784007065,10
400,0,0,94,9.027589704007081,10
401,0,0,99,9.025082444007099,10
402,0,0,107,9.022686820007117,10
403,0,0,100,9.020681012007131,10
404,0,0,89,9.018675204007145,10
405,0,0,104,9.016351216007163,10
406,0,0,102,9.01395559200718,10
407,0,0,94,9.011878148007195,10
408,0,0,106,9.009299252007214,10
409,0,0,113,9.006577084007233,10
410,0,0,91,9.00421309600725,10
411,0,0,100,9.00153092800727,10
412,0,0,92,8.999063668007288,10
413,0,0,100,8.996556408007306,10
414,0,0,88,8.994232420007323,10
415,0,0,99,8.991550252007343,10
416,0,0,90,8.989042992007361,10
417,0,0,104,8.986933912007377,10
418,0,0,87,8.984856468007392,10
419,0,0,98,8.982604116007408,10
420,0,0,109,8.97956376800743,10
421,0,0,95,8.977199780007448,10
422,0,0,114,8.974549248007467,10
423,0,0,101,8.972400168007482,10
424,0,0,99,8.969463092007503,10
425,0,0,99,8.966955832007521,10
426,0,0,106,8.96441693600754,10
427,0,0,95,8.962196220007556,10
428,0,0,93,8.959800596007574,10
429,0,0,101,8.957261700007592,10
430,0,0,97,8.95493771200761,10
431,0,0,98,8.952502088007627,10
432,0,0,103,8.950464644007642,10
433,0,0,90,8.948315564007657,10
434,0,0,110,8.945705032007677,10
435,0,0,100,8.943094500007696,10
436,0,0,109,8.940587240007714,10
437,0,0,88,8.938263252007731,10
438,0,0,103,8.93565272000775,10
439,0,0,97,8.933503640007766,10
440,0,0,93,8.931139652007783,10
441,0,0,93,8.928990572007798,10
442,0,0,96,8.926268404007818,10
443,0,0,98,8.924047688007834,10
444,0,0,92,8.92182697200785,10
445,0,0,97,8.919646256007866,10
446,0,0,89,8.917425540007882,10
447,0,0,84,8.915634640007895,10
448,0,0,115,8.912840836007915,10
449,0,0,97,8.910047032007935,10
450,0,0,102,8.907436500007954,10
451,0,0,95,8.90525578400797,10
452,0,0,100,8.902788524007988,10
453,0,0,94,8.900464536008005,10
454,0,0,101,8.897710732008026,10
455,0,0,96,8.89563328800804,10
456,0,0,98,8.893340936008057,10
457,0,0,99,8.891120220008073,10
458,0,0,107,8.88879623200809,10
459,0,0,101,8.886328972008108,10
460,0,0,84,8.884394800008122,10
461,0,0,98,8.88199917600814,10
462,0,0,100,8.879460280008159,10
463,0,0,105,8.87637993200818,10
464,0,0,101,8.874159216008197,10
465,0,0,98,8.871691956008215,10
466,0,0,88,8.869327968008232,10
467,0,0,97,8.867075616008249,10
468,0,0,94,8.864783264008265,10
469,0,0,100,8.861599644008288,10
470,0,0,89,8.859665472008302,10
471,0,0,101,8.857659664008317,10
472,0,0,107,8.855120768008335,10
473,0,0,91,8.85315496000835,10
474,0,0,119,8.850002976008373,10
475,0,0,94,8.848037168008387,10
476,0,0,96,8.845569908008406,10
477,0,0,96,8.843062648008424,10
478,0,0,104,8.840380480008443,10
479,0,0,103,8.837801584008462,10
480,0,0,98,8.83540596000848,10
481,0,0,105,8.832898700008498,10
482,0,0,93,8.830821256008512,10
483,0,0,98,8.82849726800853,10
484,0,0,92,8.826348188008545,10
485,0,0,106,8.823697656008564,10
486,0,0,82,8.821875120008578,10
487,0,0,101,8.819479496008595,10
488,0,0,116,8.81622424000862,10
489,0,0,102,8.813900252008636,10
490,0,0,99,8.811432992008655,10
491,0,0,113,8.808854096008673,10
492,0,0,103,8.806346836008691,10
493,0,0,95,8.80373630400871,10
494,0,0,105,8.80101413600873,10
495,0,0,108,8.79840360400875,10
496,0,0,93,8.796151252008766,10
497,0,0,107,8.793469084008786,10
498,0,0,100,8.790532008008807,10
499,0,0,105,8.78727675200883,10
500,0,0,95,8.784984400008847,10
501,0,0,104,8.782763684008863,10
502,0,0,110,8.779866608008884,10
503,0,0,97,8.777502620008901,10
504,0,0,94,8.77499536000892,10
505,0,0,94,8.77209828400894,10
506,0,0,112,8.769201208008962,10
507,0,0,99,8.767163764008977,10
508,0,0,92,8.764943048008993,10
509,0,0,108,8.762260880009013,10
510,0,0,95,8.760080164009029,10
511,0,0,109,8.757039816009051,10
512,0,0,110,8.75438928400907,10
513,0,0,98,8.751420572009092,10
514,0,0,102,8.749271492009107,10
515,0,0,98,8.746732596009126,10
516,0,0,103,8.744368608009143,10
517,0,0,96,8.741861348009161,10
518,0,0,100,8.73939408800918,10
519,0,0,110,8.737030100009196,10
520,0,0,92,8.734562840009215,10
521,0,0,108,8.731665764009236,10
522,0,0,92,8.72958832000925,10
523,0,0,95,8.727335968009267,10
524,0,0,109,8.72436725600929,10
525,0,0,105,8.722258176009305,10
526,0,0,105,8.719965824009321,10
527,0,0,102,8.71757020000934,10
528,0,0,107,8.714888032009359,10
529,0,0,106,8.711664412009382,10
530,0,0,96,8.709300424009399,10
531,0,0,97,8.706833164009417,10
532,0,0,102,8.704652448009433,10
533,0,0,99,8.702503368009449,10
534,0,0,111,8.700282652009465,10
535,0,0,105,8.697958664009482,10
536,0,0,100,8.6954197680095,10
537,0,0,102,8.69262596400952,10
538,0,0,100,8.690445248009537,10
539,0,0,107,8.688407804009552,10
540,0,0,101,8.686298724009568,10
541,0,0,104,8.683863100009585,10
542,0,0,104,8.681499112009602,10
543,0,0,102,8.67903185200962,10
544,0,0,104,8.676636228009638,10
545,0,0,92,8.674128968009656,10
546,0,0,105,8.671693344009674,10
547,0,0,98,8.66951262800969,10
548,0,0,90,8.666973732009708,10
549,0,0,90,8.664538108009726,10
550,0,0,99,8.661959212009744,10
551,0,0,104,8.659133772009765,10
552,0,0,95,8.65702469200978,10
553,0,0,84,8.654843976009797,10
554,0,0,105,8.652305080009816,10
555,0,0,104,8.649797820009834,10
556,0,0,97,8.647402196009851,10
557,0,0,92,8.645221480009868,10
558,0,0,97,8.643000764009884,10
559,0,0,96,8.640493504009902,10
560,0,0,98,8.638169516009919,10
561,0,0,92,8.635733892009936,10
562,0,0,105,8.632836816009958,10
563,0,0,109,8.630257920009976,10
564,0,0,102,8.627575752009996,10
565,0,0,103,8.625180128010014,10
566,0,0,98,8.622386324010034,10
567,0,0,94,8.619919064010052,10
568,0,0,102,8.617666712010069,10
569,0,0,104,8.615231088010086,10
570,0,0,101,8.612652192010104,10
571,0,0,109,8.609611844010127,10
572,0,0,105,8.606929676010147,10
573,0,0,105,8.604350780010165,10
574,0,0,107,8.601485340010186,10
575,0,0,84,8.5994478960102,10
576,0,0,104,8.597370452010216,10
577,0,0,106,8.594974828010233,10
578,0,0,87,8.59272247601025,10
579,0,0,99,8.590470124010267,10
580,0,0,104,8.588321044010282,10
581,0,0,118,8.585567240010302,10
582,0,0,110,8.582670164010324,10
583,0,0,93,8.580131268010343,10
584,0,0,88,8.577838916010359,10
585,0,0,94,8.575228384010378,10
586,0,0,104,8.572434580010398,10
587,0,0,101,8.569712412010418,10
588,0,0,97,8.567030244010438,10
589,0,0,90,8.564921164010453,10
590,0,0,104,8.562382268010472,10
591,0,0,101,8.55998664401049,10
592,0,0,107,8.557407748010508,10
593,0,0,100,8.555258668010524,10
594,0,0,88,8.553109588010539,10
595,0,0,93,8.550745600010556,10
596,0,0,104,8.548206704010575,10
597,0,0,97,8.545842716010592,10
598,0,0,102,8.543120548010611,10
599,0,0,110,8.540684924010629,10
600,0,0,87,8.538432572010645,10
601,0,0,100,8.536068584010662,10
602,0,0,113,8.533386416010682,10
603,0,0,98,8.531094064010698,10
604,0,0,98,8.528730076010715,10
605,0,0,107,8.526079544010734,10
606,0,0,95,8.523357376010754,10
607,0,0,94,8.520706844010773,10
608,0,0,111,8.51831122001079,10
609,0,0,96,8.515875596010808,10
610,0,0,98,8.513511608010825,10
611,0,0,95,8.510972712010844,10
612,0,0,96,8.50872036001086,10
613,0,0,108,8.505823284010882,10
614,0,0,101,8.502814572010903,10
615,0,0,100,8.500307312010921,10
616,0,0,94,8.497983324010939,10
617,0,0,103,8.495476064010957,10
618,0,0,99,8.49358189201097,10
619,0,0,91,8.491432812010986,10
620,0,0,114,8.488997188011004,10
621,0,0,108,8.486386656011023,10
622,0,0,87,8.484205940011039,10
623,0,0,104,8.481738680011057,10
624,0,0,96,8.479199784011076,10
625,0,0,109,8.476517616011096,10
626,0,0,98,8.473652176011116,10
627,0,0,101,8.471359824011133,10
628,0,0,109,8.468534384011154,10
629,0,0,102,8.465780580011174,10
630,0,0,101,8.462843504011195,10
631,0,0,87,8.460551152011211,10
632,0,0,87,8.458227164011229,10
633,0,0,88,8.455791540011246,10
634,0,0,105,8.453037736011266,10
635,0,0,87,8.450960292011281,10
636,0,0,102,8.448166488011301,10
637,0,0,91,8.445914136011318,10
638,0,0,98,8.443191968011337,10
639,0,0,101,8.440581436011357,10
640,0,0,102,8.438074176011375,10
641,0,0,96,8.436180004011389,10
642,0,0,98,8.433816016011406,10
643,0,0,95,8.431420392011423,10
644,0,0,94,8.42923967601144,10
645,0,0,93,8.427377140011453,10
646,0,0,104,8.42498151601147,10
647,0,0,97,8.42244262001149,10
648,0,0,85,8.420405176011505,10
649,0,0,102,8.417826280011523,10
650,0,0,109,8.414929204011544,10
651,0,0,100,8.412493580011562,10
652,0,0,108,8.409843048011581,10
653,0,0,97,8.4072325160116,10
654,0,0,83,8.405624888011612,10
655,0,0,96,8.40311762801163,10
656,0,0,108,8.400793640011647,10
657,0,0,101,8.398429652011664,10
658,0,0,95,8.395994028011682,10
659,0,0,96,8.393630040011699,10
660,0,0,94,8.391194416011716,10
661,0,0,103,8.388543884011735,10
662,0,0,100,8.386004988011754,10
663,0,0,103,8.383251184011774,10
664,0,0,104,8.381285376011789,10
665,0,0,91,8.379176296011805,10
666,0,0,99,8.376709036011823,10
667,0,0,103,8.374058504011842,10
668,0,0,122,8.371304700011862,10
669,0,0,108,8.368335988011884,10
670,0,0,113,8.365613820011903,10
671,0,0,106,8.36324983201192,10
672,0,0,95,8.36071093601194,10
673,0,0,95,8.358418584011956,10
674,0,0,98,8.356269504011971,10
675,0,0,81,8.354160424011987,10
676,0,0,107,8.351366620012007,10
677,0,0,105,8.348644452012026,10
678,0,0,104,8.346033920012045,10
679,0,0,97,8.343813204012061,10
680,0,0,100,8.34123430801208,10
681,0,0,91,8.339515044012092,10
682,0,0,101,8.336721240012112,10
683,0,0,85,8.334683796012127,10
684,0,0,105,8.332359808012145,10
685,0,0,92,8.330354000012159,10
686,0,0,100,8.327560196012179,10
687,0,0,95,8.325052936012197,10
688,0,0,108,8.322545676012215,10
689,0,0,105,8.319791872012235,10
690,0,0,93,8.317969336012249,10
691,0,0,92,8.315645348012266,10
692,0,0,102,8.313281360012283,10
693,0,0,91,8.3109173720123,10
694,0,0,96,8.308553384012317,10
695,0,0,97,8.306229396012334,10
696,0,0,106,8.303403956012355,10
697,0,0,96,8.301008332012373,10
698,0,0,105,8.298429436012391,10
699,0,0,102,8.296065448012408,10
700,0,0,113,8.29316837201243,10
701,0,0,100,8.29030293201245,10
702,0,0,104,8.287835672012468,10
703,0,0,103,8.285583320012485,10
704,0,0,97,8.283649148012499,10
705,0,0,99,8.281213524012516,10
706,0,0,97,8.278849536012533,10
707,0,0,90,8.27641391201255,10
708,0,0,105,8.274519740012565,10
709,0,0,106,8.271797572012584,10
710,0,0,101,8.2695768560126,10
711,0,0,100,8.267181232012618,10
712,0,0,103,8.264888880012634,10
713,0,0,105,8.261880168012656,10
714,0,0,102,8.259372908012674,10
715,0,0,92,8.256834012012693,10
716,0,0,94,8.254684932012708,10
717,0,0,99,8.252360944012725,10
718,0,0,97,8.250140228012741,10
719,0,0,105,8.247386424012761,10
720,0,0,100,8.24499080001278,10
721,0,0,111,8.2422369960128,10
722,0,0,92,8.239944644012816,10
723,0,0,102,8.237549020012834,10
724,0,0,101,8.23536830401285,10
725,0,0,108,8.232972680012868,10
726,0,0,100,8.230290512012887,10
727,0,0,93,8.2285396120129,10
728,0,0,106,8.22585744401292,10
729,0,0,94,8.223636728012936,10
730,0,0,102,8.221241104012954,10
731,0,0,105,8.218630572012973,10
732,0,0,96,8.21626658401299,10
733,0,0,98,8.21358441601301,10
734,0,0,111,8.210687340013031,10
735,0,0,104,8.207790264013052,10
736,0,0,108,8.20535464001307,10
737,0,0,104,8.203173924013086,10
738,0,0,95,8.201096480013101,10
739,0,0,116,8.198271040013122,10
740,0,0,95,8.19573214401314,10
741,0,0,93,8.193264884013159,10
742,0,0,85,8.191585620013171,10
743,0,0,100,8.189723084013185,10
744,0,0,96,8.187255824013203,10
745,0,0,102,8.18489183601322,10
746,0,0,104,8.18220966801324,10
747,0,0,114,8.179814044013257,10
748,0,0,103,8.177736600013272,10
749,0,0,87,8.175770792013287,10
750,0,0,103,8.173478440013303,10
751,0,0,112,8.170827908013322,10
752,0,0,96,8.169180280013334,10
753,0,0,110,8.166569748013353,10
754,0,0,89,8.164778848013366,10
755,0,0,96,8.162669768013382,10
756,0,0,104,8.1603457800134,10
757,0,0,94,8.158165064013415,10
758,0,0,98,8.155872712013432,10
759,0,0,100,8.153580360013448,10
760,0,0,112,8.150969828013467,10
761,0,0,105,8.147961116013489,10
762,0,0,90,8.1463134880135,10
763,0,0,102,8.143559684013521,10
764,0,0,96,8.14098078801354,10
765,0,0,104,8.138083712013561,10
766,0,0,110,8.13536154401358,10
767,0,0,95,8.1328226480136,10
768,0,0,90,8.130641932013615,10
769,0,0,92,8.128206308013633,10
770,0,0,97,8.126168864013648,10
771,0,0,101,8.124091420013663,10
772,0,0,103,8.122085612013677,10
773,0,0,106,8.119793260013694,10
774,0,0,111,8.117397636013711,10
775,0,0,99,8.11493037601373,10
