time,mc location,mc energy,min energy,max energy,max charge,nb_dead,nb_pack,number_pack
1,"(0.0, 0.0)",500,4.995956747999979,5.0,-100,0,0,178
2,"(0.0, 0.0)",500,4.991515315999956,5.0,-100,0,0,175
3,"(0.0, 0.0)",500,4.987113883999933,5.0,-100,0,0,180
4,"(0.0, 0.0)",500,4.982887359999911,5.0,-100,0,0,180
5,"(0.0, 0.0)",500,4.978374291999887,5.0,-100,0,0,175
6,"(0.0, 0.0)",500,4.973471407999861,5.0,-100,0,0,200
7,"(0.0, 0.0)",500,4.969141611999839,5.0,-100,0,0,174
8,"(0.0, 0.0)",500,4.9646685439998155,5.0,-100,0,0,173
9,"(0.0, 0.0)",500,4.9602671119997925,5.0,-100,0,0,179
10,"(0.0, 0.0)",500,4.955794043999769,5.0,-100,0,0,180
11,"(0.0, 0.0)",500,4.950891159999744,5.0,-100,0,0,200
12,"(0.0, 0.0)",500,4.9468479079997225,5.0,-100,0,0,175
13,"(0.0, 0.0)",500,4.942733019999701,5.0,-100,0,0,174
14,"(0.0, 0.0)",500,4.938259951999678,5.0,-100,0,0,184
15,"(0.0, 0.0)",500,4.933643611999654,5.0,-100,0,0,183
16,"(0.0, 0.0)",500,4.92909890799963,5.0,-100,0,0,184
17,"(0.0, 0.0)",500,4.924625839999607,5.0,-100,0,0,183
18,"(0.0, 0.0)",500,4.920439315999585,5.0,-100,0,0,170
19,"(0.0, 0.0)",500,4.915894611999561,5.0,-100,0,0,180
20,"(0.0, 0.0)",500,4.911421543999538,5.0,-100,0,0,182
21,"(0.0, 0.0)",500,4.907020111999515,5.0,-100,0,0,183
22,"(0.0, 0.0)",500,4.90226049999949,5.0,-100,0,0,184
23,"(0.0, 0.0)",500,4.897644159999466,5.0,-100,0,0,183
24,"(0.0, 0.0)",500,4.893632543999445,5.0,-100,0,0,168
25,"(0.0, 0.0)",500,4.8891594759994215,5.0,-100,0,0,182
26,"(0.0, 0.0)",500,4.884543135999397,5.0,-100,0,0,183
27,"(0.0, 0.0)",500,4.879998431999374,5.0,-100,0,0,184
28,"(0.0, 0.0)",500,4.87545372799935,5.0,-100,0,0,187
29,"(0.0, 0.0)",500,4.8707657519993255,5.0,-100,0,0,187
30,"(0.0, 0.0)",500,4.866395955999303,5.0,-100,0,0,180
31,"(0.0, 0.0)",500,4.862281067999281,5.0,-100,0,0,178
32,"(0.0, 0.0)",500,4.858094543999259,5.0,-100,0,0,179
33,"(0.0, 0.0)",500,4.853836383999237,5.0,-100,0,0,177
34,"(0.0, 0.0)",500,4.8489334999992115,5.0,-100,0,0,200
35,"(0.0, 0.0)",500,4.844460431999188,5.0,-100,0,0,184
36,"(0.0, 0.0)",500,4.8399157279991645,5.0,-100,0,0,190
37,"(0.0, 0.0)",500,4.835012843999139,5.0,-100,0,0,200
38,"(0.0, 0.0)",500,4.830428139999115,5.0,-100,0,0,186
39,"(0.0, 0.0)",500,4.825883435999091,5.0,-100,0,0,186
40,"(0.0, 0.0)",500,4.821625275999069,5.0,-100,0,0,184
41,"(0.0, 0.0)",500,4.8169372999990445,5.0,-100,0,0,189
42,"(0.0, 0.0)",500,4.812607503999022,5.0,-100,0,0,178
43,"(0.0, 0.0)",500,4.808707523999002,5.0,-100,0,0,174
44,"(0.0, 0.0)",500,4.804162819998978,5.0,-100,0,0,179
45,"(0.0, 0.0)",500,4.799474843998953,5.0,-100,0,0,185
46,"(0.0, 0.0)",500,4.795216683998931,5.0,-100,0,0,178
47,"(0.0, 0.0)",500,4.790815251998908,5.0,-100,0,0,179
48,"(0.0, 0.0)",500,4.786413819998885,5.0,-100,0,0,184
49,"(0.0, 0.0)",500,4.78151093599886,5.0,-100,0,0,200
50,"(0.0, 0.0)",500,4.777181139998837,5.0,-100,0,0,178
51,"(0.0, 0.0)",500,4.7728513439988145,5.0,-100,0,0,180
52,"(0.0, 0.0)",500,4.76816336799879,5.0,-100,0,0,187
53,"(0.0, 0.0)",500,4.763618663998766,5.0,-100,0,0,182
54,"(0.0, 0.0)",500,4.758930687998742,5.0,-100,0,0,184
55,"(0.0, 0.0)",500,4.75467252799872,5.0,-100,0,0,172
56,"(0.0, 0.0)",500,4.749984551998695,5.0,-100,0,0,185
57,"(0.0, 0.0)",500,4.745399847998671,5.0,-100,0,0,185
58,"(0.0, 0.0)",500,4.7408551439986475,5.0,-100,0,0,179
59,"(0.0, 0.0)",500,4.736382075998624,5.0,-100,0,0,184
60,"(0.0, 0.0)",500,4.7318373719986,5.0,-100,0,0,182
61,"(0.0, 0.0)",500,4.727364303998577,5.0,-100,0,0,186
62,"(0.0, 0.0)",500,4.722962871998554,5.0,-100,0,0,176
63,"(0.0, 0.0)",500,4.718561439998531,5.0,-100,0,0,182
64,"(0.0, 0.0)",500,4.714231643998509,5.0,-100,0,0,184
65,"(0.0, 0.0)",500,4.709686939998485,5.0,-100,0,0,178
66,"(0.0, 0.0)",500,4.705428779998463,5.0,-100,0,0,176
67,"(0.0, 0.0)",500,4.700525895998437,5.0,-100,0,0,200
68,"(0.0, 0.0)",500,4.696052827998414,5.0,-100,0,0,183
69,"(0.0, 0.0)",500,4.691723031998391,5.0,-100,0,0,179
70,"(0.0, 0.0)",500,4.687178327998367,5.0,-100,0,0,178
71,"(0.0, 0.0)",500,4.682705259998344,5.0,-100,0,0,180
72,"(0.0, 0.0)",500,4.6778023759983185,5.0,-100,0,0,200
73,"(0.0, 0.0)",500,4.673615851998297,5.0,-100,0,0,180
74,"(0.0, 0.0)",500,4.669429327998275,5.0,-100,0,0,174
75,"(0.0, 0.0)",500,4.664916259998251,5.0,-100,0,0,180
76,"(0.0, 0.0)",500,4.660013375998226,5.0,-100,0,0,200
77,"(0.0, 0.0)",500,4.6551104919982,5.0,-100,0,0,200
78,"(0.0, 0.0)",500,4.650279243998175,5.0,-100,0,0,187
79,"(0.0, 0.0)",500,4.645837811998152,5.0,-100,0,0,180
80,"(0.0, 0.0)",500,4.641508015998129,5.0,-100,0,0,175
81,"(0.0, 0.0)",500,4.636963311998105,5.0,-100,0,0,181
82,"(0.0, 0.0)",500,4.632920059998084,5.0,-100,0,0,178
83,"(0.0, 0.0)",500,4.628693535998062,5.0,-100,0,0,179
84,"(0.0, 0.0)",500,4.62450701199804,5.0,-100,0,0,180
85,"(0.0, 0.0)",500,4.619604127998015,5.0,-100,0,0,200
86,"(0.0, 0.0)",500,4.615202695997992,5.0,-100,0,0,172
87,"(0.0, 0.0)",500,4.610586355997968,5.0,-100,0,0,176
88,"(0.0, 0.0)",500,4.6065431039979465,5.0,-100,0,0,179
89,"(0.0, 0.0)",500,4.602388215997925,5.0,-100,0,0,175
90,"(0.0, 0.0)",500,4.597843511997901,5.0,-100,0,0,185
91,"(0.0, 0.0)",500,4.593370443997878,5.0,-100,0,0,175
92,"(0.0, 0.0)",500,4.589183919997856,5.0,-100,0,0,175
93,"(0.0, 0.0)",500,4.584782487997833,5.0,-100,0,0,176
94,"(0.0, 0.0)",500,4.58038105599781,5.0,-100,0,0,185
